url_length,n_slash,n_questionmark,n_equal,n_at,n_and,n_exclamation,n_asterisk,n_hastag,n_percent,dots_per_length,hyphens_per_length,is_long_url,has_many_dots,has_ssl,is_cloudflare_protected,special_char_density,suspicious_tld_risk,has_redirects,risk_score,url_complexity,phishing
20,0,0,0,0,0,0,0,0,0,0.09523809523809523,0.0,0,0,1,0,0.0,0,0,-2.0,1.2,0
35,0,0,0,0,0,0,0,0,0,0.05555555555555555,0.027777777777777776,0,0,1,0,0.027777777777777776,0,1,1.2777777777777777,1.6500000000000001,0
25,0,0,0,0,0,0,0,0,0,0.07692307692307693,0.0,0,0,1,0,0.0,0,1,1.0,1.25,0
54,0,0,0,0,0,0,0,0,0,0.05454545454545454,0.01818181818181818,0,0,1,0,0.01818181818181818,0,1,1.1818181818181817,2.34,0
46,0,0,0,0,0,0,0,0,0,0.06382978723404255,0.0,0,0,1,0,0.0,0,0,-2.0,1.96,0
51,0,0,0,0,0,0,0,0,0,0.038461538461538464,0.057692307692307696,0,0,1,0,0.057692307692307696,0,1,1.576923076923077,2.41,0
41,0,0,0,0,0,0,0,0,0,0.047619047619047616,0.0,0,0,0,0,0.0,2,1,3.0,1.4100000000000001,1
26,0,0,0,0,0,0,0,0,0,0.07407407407407407,0.0,0,0,1,1,0.0,0,1,-1.0,1.26,0
49,0,0,0,0,0,0,0,0,0,0.04,0.0,0,0,1,1,0.02,0,0,-3.8,1.49,0
48,0,0,0,0,0,0,0,0,0,0.04081632653061224,0.0,0,0,0,0,0.0,1,0,0.0,1.48,1
23,0,0,0,0,0,0,0,0,0,0.041666666666666664,0.0,0,0,1,0,0.0,2,1,1.0,0.73,1
29,0,0,0,0,0,0,0,0,0,0.06666666666666667,0.0,0,0,0,0,0.0,2,1,3.0,1.29,1
33,0,0,0,0,0,0,0,0,0,0.058823529411764705,0.0,0,0,0,0,0.0,1,0,0.0,1.33,1
49,0,0,0,0,0,0,0,0,0,0.08,0.04,0,0,0,0,0.04,1,0,0.4,3.0900000000000003,1
35,0,0,0,0,0,0,0,0,0,0.027777777777777776,0.0,0,0,1,0,0.0,0,1,1.0,0.8500000000000001,0
38,0,0,0,0,0,0,0,0,0,0.07692307692307693,0.0,0,0,1,0,0.0,1,1,1.0,1.88,0
35,0,0,0,0,0,0,0,0,0,0.08333333333333333,0.0,0,0,1,0,0.0,0,0,-2.0,1.85,0
44,0,0,0,0,0,0,0,0,0,0.06666666666666667,0.0,0,0,1,0,0.0,0,1,1.0,1.94,1
40,0,0,0,0,0,0,0,0,0,0.04878048780487805,0.0,0,0,1,1,0.0,0,1,-1.0,1.4,0
39,0,0,0,0,0,0,0,0,0,0.05,0.0,0,0,1,0,0.0,2,0,-2.0,1.3900000000000001,1
133,0,1,0,1,0,0,0,0,0,0.07462686567164178,0.014925373134328358,1,1,1,0,0.022388059701492536,1,0,1.7238805970149254,9.629999999999999,1
96,0,0,0,0,0,0,0,0,0,0.030927835051546393,0.1134020618556701,1,0,1,1,0.1134020618556701,0,0,-0.865979381443299,5.76,0
77,0,0,0,0,0,0,0,0,0,0.01282051282051282,0.0,1,0,0,0,0.0,1,1,5.0,1.27,1
43,0,0,0,0,0,0,0,0,0,0.045454545454545456,0.0,0,0,0,0,0.0,2,1,3.0,1.43,1
77,0,0,0,0,0,0,0,0,0,0.02564102564102564,0.07692307692307693,1,0,1,0,0.07692307692307693,0,0,0.7692307692307692,3.57,0
82,0,0,0,0,0,0,0,0,0,0.012048192771084338,0.07228915662650602,1,0,1,1,0.07228915662650602,0,0,-1.2771084337349397,3.12,0
114,0,0,0,0,0,0,0,0,0,0.02608695652173913,0.017391304347826087,1,0,1,0,0.017391304347826087,2,1,3.1739130434782608,3.24,1
84,0,0,0,0,0,0,0,0,3,0.03529411764705882,0.047058823529411764,1,0,1,0,0.10588235294117647,0,0,1.0588235294117645,3.54,0
46,0,0,0,0,0,0,0,0,0,0.0425531914893617,0.0,0,0,0,0,0.0,2,0,0.0,1.46,1
18,0,0,0,0,0,0,0,0,0,0.10526315789473684,0.0,0,0,1,1,0.0,1,0,-4.0,1.18,0
38,0,0,0,0,0,0,0,0,0,0.05128205128205128,0.0,0,0,1,0,0.0,0,0,-2.0,1.38,0
92,0,0,0,0,0,0,0,0,0,0.03225806451612903,0.0,1,0,1,0,0.06451612903225806,0,0,0.6451612903225805,2.42,0
360,0,1,6,0,3,0,0,0,4,0.0110803324099723,0.036011080332409975,1,0,0,0,0.0997229916897507,0,1,5.997229916897507,14.399999999999999,1
47,0,0,0,0,0,0,0,0,0,0.0625,0.0,0,0,1,0,0.0,2,0,-2.0,1.97,1
29,0,0,0,0,0,0,0,0,0,0.03333333333333333,0.03333333333333333,0,0,1,0,0.03333333333333333,0,1,1.3333333333333335,1.09,0
81,0,0,0,0,0,0,0,0,0,0.024390243902439025,0.04878048780487805,1,0,1,1,0.12195121951219512,0,0,-0.7804878048780486,3.01,0
22,0,0,0,0,0,0,0,0,0,0.08695652173913043,0.0,0,0,1,0,0.0,0,0,-2.0,1.22,0
41,0,0,0,0,0,0,0,0,0,0.047619047619047616,0.047619047619047616,0,0,0,0,0.047619047619047616,2,0,0.47619047619047616,2.0100000000000002,1
39,0,0,0,0,0,0,0,0,0,0.075,0.025,0,0,1,0,0.025,0,0,-1.75,2.19,1
29,0,0,0,0,0,0,0,0,0,0.06666666666666667,0.0,0,0,1,1,0.0,0,1,-1.0,1.29,0
83,0,0,0,0,0,0,0,0,3,0.03571428571428571,0.023809523809523808,1,0,1,0,0.05952380952380952,0,0,0.5952380952380953,2.93,0
29,0,0,0,0,0,0,0,0,0,0.06666666666666667,0.0,0,0,1,0,0.0,1,0,-2.0,1.29,0
35,0,0,0,0,0,0,0,0,0,0.05555555555555555,0.0,0,0,1,0,0.0,0,0,-2.0,1.35,0
42,0,0,0,0,0,0,0,0,0,0.046511627906976744,0.0,0,0,0,0,0.0,1,1,3.0,1.42,1
34,0,0,0,0,0,0,0,0,0,0.05714285714285714,0.0,0,0,1,0,0.0,0,0,-2.0,1.34,0
20,0,0,0,0,0,0,0,0,0,0.09523809523809523,0.047619047619047616,0,0,0,0,0.047619047619047616,1,1,3.4761904761904763,1.5,1
75,0,0,0,0,0,0,0,0,0,0.02631578947368421,0.02631578947368421,0,0,1,0,0.02631578947368421,1,0,-1.736842105263158,2.35,1
42,0,0,0,0,0,0,0,0,0,0.046511627906976744,0.023255813953488372,0,0,0,0,0.023255813953488372,0,1,3.2325581395348837,1.72,1
27,0,0,0,0,0,0,0,0,0,0.07142857142857142,0.0,0,0,1,0,0.0,0,0,-2.0,1.27,0
33,0,0,0,0,0,0,0,0,0,0.058823529411764705,0.0,0,0,0,0,0.0,1,0,0.0,1.33,1
82,0,1,1,0,1,0,0,0,0,0.024096385542168676,0.04819277108433735,1,0,0,0,0.060240963855421686,1,0,2.602409638554217,4.42,1
60,0,0,0,0,0,0,0,0,0,0.03278688524590164,0.03278688524590164,0,0,1,1,0.03278688524590164,0,1,-0.6721311475409837,2.2,0
55,0,0,0,0,0,0,0,0,0,0.08928571428571429,0.03571428571428571,0,1,1,0,0.03571428571428571,1,0,-0.1428571428571428,3.65,1
55,0,0,0,0,0,0,0,0,0,0.05357142857142857,0.0,0,0,1,0,0.0,1,1,1.0,2.05,0
25,0,0,0,0,0,0,0,0,0,0.038461538461538464,0.0,0,0,0,0,0.0,0,0,0.0,0.75,1
52,0,0,0,0,0,0,0,0,0,0.018867924528301886,0.05660377358490566,0,0,1,0,0.05660377358490566,0,0,-1.4339622641509435,1.92,0
29,0,0,0,0,0,0,0,0,0,0.06666666666666667,0.0,0,0,1,0,0.0,0,1,1.0,1.29,1
41,0,0,0,0,0,0,0,0,0,0.047619047619047616,0.0,0,0,1,0,0.0,1,0,-2.0,1.4100000000000001,1
46,0,0,0,0,0,0,0,0,0,0.0851063829787234,0.0425531914893617,0,0,0,0,0.0425531914893617,0,0,0.425531914893617,3.06,1
51,0,0,0,0,0,0,0,0,0,0.038461538461538464,0.0,0,0,1,0,0.038461538461538464,0,0,-1.6153846153846154,1.51,0
44,0,0,0,0,0,0,0,0,0,0.06666666666666667,0.0,0,0,0,0,0.0,2,1,3.0,1.94,1
23,0,0,0,0,0,0,0,0,0,0.08333333333333333,0.0,0,0,0,0,0.0,2,0,0.0,1.23,1
28,0,0,0,0,0,0,0,0,0,0.034482758620689655,0.034482758620689655,0,0,0,1,0.034482758620689655,1,1,1.3448275862068968,1.08,1
32,0,0,0,0,0,0,0,0,0,0.06060606060606061,0.0,0,0,1,0,0.0,0,1,1.0,1.32,1
26,0,0,0,0,0,0,0,0,0,0.07407407407407407,0.0,0,0,1,0,0.0,0,0,-2.0,1.26,0
236,0,1,3,0,2,0,0,0,0,0.008438818565400843,0.004219409282700422,1,0,0,0,0.02109704641350211,0,0,2.210970464135021,6.459999999999999,1
56,0,0,0,0,0,0,0,0,0,0.03508771929824561,0.08771929824561403,0,0,1,0,0.08771929824561403,0,0,-1.1228070175438596,3.06,0
17,0,0,0,0,0,0,0,0,0,0.05555555555555555,0.0,0,0,1,0,0.0,0,0,-2.0,0.67,0
41,0,0,0,0,0,0,0,0,0,0.047619047619047616,0.023809523809523808,0,0,0,0,0.023809523809523808,2,0,0.23809523809523808,1.7100000000000002,1
35,0,0,0,0,0,0,0,0,0,0.027777777777777776,0.08333333333333333,0,0,0,0,0.08333333333333333,0,0,0.8333333333333333,1.75,1
21,0,0,0,0,0,0,0,0,0,0.045454545454545456,0.0,0,0,1,0,0.0,0,1,1.0,0.71,0
61,0,0,0,0,0,0,0,0,0,0.03225806451612903,0.016129032258064516,0,0,1,1,0.016129032258064516,0,0,-3.838709677419355,1.91,0
37,0,0,0,0,0,0,0,0,0,0.02631578947368421,0.0,0,0,1,0,0.0,1,0,-2.0,0.87,1
121,0,1,3,0,2,0,0,0,0,0.040983606557377046,0.0,1,1,0,1,0.040983606557377046,0,1,4.909836065573771,6.51,1
34,0,0,0,0,0,0,0,0,0,0.11428571428571428,0.0,0,0,0,0,0.0,1,0,0.0,2.34,1
37,0,0,0,0,0,0,0,0,0,0.05263157894736842,0.0,0,0,1,0,0.0,0,0,-2.0,1.37,1
17,0,0,0,0,0,0,0,0,0,0.05555555555555555,0.0,0,0,1,0,0.0,0,0,-2.0,0.67,0
33,0,0,0,0,0,0,0,0,0,0.029411764705882353,0.029411764705882353,0,0,0,0,0.029411764705882353,0,1,3.2941176470588234,1.1300000000000001,1
57,0,0,0,0,0,0,0,0,0,0.05172413793103448,0.017241379310344827,0,0,1,1,0.017241379310344827,0,1,-0.8275862068965516,2.37,0
32,0,0,0,0,0,0,0,0,0,0.06060606060606061,0.0,0,0,0,0,0.0,2,0,0.0,1.32,1
238,0,0,0,0,0,0,0,0,0,0.06276150627615062,0.008368200836820083,1,1,1,0,0.008368200836820083,2,0,1.5836820083682008,10.479999999999999,1
50,0,0,0,0,0,0,0,0,0,0.09803921568627451,0.0196078431372549,0,1,1,0,0.0196078431372549,2,1,2.696078431372549,3.3,1
128,0,1,1,1,0,0,0,0,0,0.03875968992248062,0.007751937984496124,1,1,0,0,0.023255813953488372,2,0,3.7325581395348837,7.48,1
71,0,0,0,0,0,0,0,0,0,0.041666666666666664,0.027777777777777776,0,0,1,0,0.027777777777777776,0,0,-1.7222222222222223,2.81,0
38,0,0,0,0,0,0,0,0,0,0.10256410256410256,0.0,0,0,0,0,0.0,2,1,3.0,2.38,1
23,0,0,0,0,0,0,0,0,0,0.041666666666666664,0.0,0,0,1,0,0.0,1,1,1.0,0.73,0
36,0,0,0,0,0,0,0,0,0,0.05405405405405406,0.02702702702702703,0,0,1,0,0.02702702702702703,1,0,-1.7297297297297298,1.66,1
55,0,0,0,0,0,0,0,0,0,0.03571428571428571,0.017857142857142856,0,0,1,1,0.017857142857142856,1,1,-0.8214285714285716,1.85,0
45,0,0,0,0,0,0,0,0,0,0.021739130434782608,0.0,0,0,1,0,0.0,0,0,-2.0,0.95,0
25,0,0,0,0,0,0,0,0,0,0.07692307692307693,0.0,0,0,1,0,0.0,0,0,-2.0,1.25,0
27,0,0,0,0,0,0,0,0,0,0.03571428571428571,0.03571428571428571,0,0,0,0,0.03571428571428571,0,1,3.357142857142857,1.07,1
49,0,0,0,0,0,0,0,0,0,0.06,0.0,0,0,1,0,0.0,0,0,-2.0,1.99,0
36,0,0,0,0,0,0,0,0,0,0.05405405405405406,0.05405405405405406,0,0,1,1,0.05405405405405406,0,0,-3.4594594594594597,1.96,0
126,0,1,1,0,0,0,0,0,0,0.023622047244094488,0.007874015748031496,1,0,0,0,0.023622047244094488,1,0,2.236220472440945,4.46,1
24,0,0,0,0,0,0,0,0,0,0.08,0.0,0,0,1,0,0.0,2,0,-2.0,1.24,0
87,0,0,0,0,0,0,0,0,0,0.022727272727272728,0.011363636363636364,1,0,1,0,0.011363636363636364,0,0,0.11363636363636376,2.17,1
145,0,1,7,0,6,0,0,0,0,0.0136986301369863,0.0136986301369863,1,0,0,1,0.0684931506849315,1,0,0.6849315068493151,8.649999999999999,1
38,0,0,0,0,0,0,0,0,0,0.05128205128205128,0.0,0,0,0,0,0.0,0,1,3.0,1.38,1
42,0,0,0,0,0,0,0,0,0,0.06976744186046512,0.023255813953488372,0,0,1,1,0.023255813953488372,1,1,-0.7674418604651163,2.2199999999999998,0
23,0,0,0,0,0,0,0,0,0,0.08333333333333333,0.0,0,0,0,0,0.0,0,0,0.0,1.23,1
47,0,0,0,0,0,0,0,0,0,0.041666666666666664,0.020833333333333332,0,0,1,0,0.020833333333333332,0,1,1.2083333333333335,1.77,0
89,0,0,0,0,0,0,0,0,0,0.022222222222222223,0.07777777777777778,1,0,1,1,0.07777777777777778,0,1,1.7777777777777777,3.99,0
64,0,0,0,0,0,0,0,0,0,0.046153846153846156,0.03076923076923077,0,0,1,0,0.03076923076923077,0,1,1.3076923076923075,2.74,0
89,0,0,0,0,0,0,0,0,0,0.03333333333333333,0.011111111111111112,1,0,0,0,0.011111111111111112,1,0,2.111111111111111,2.69,1
60,0,0,0,0,0,0,0,0,0,0.04918032786885246,0.01639344262295082,0,0,1,0,0.01639344262295082,0,1,1.1639344262295084,2.4,1
42,0,0,0,0,0,0,0,0,0,0.06976744186046512,0.0,0,0,1,1,0.0,0,1,-1.0,1.92,0
52,0,0,0,0,0,0,0,0,0,0.03773584905660377,0.018867924528301886,0,0,1,0,0.018867924528301886,0,0,-1.8113207547169812,1.82,0
132,0,1,2,0,1,0,0,0,0,0.007518796992481203,0.015037593984962405,1,0,1,0,0.045112781954887216,1,0,0.45112781954887193,4.52,1
122,0,0,0,0,0,0,0,0,0,0.024390243902439025,0.0,1,0,1,0,0.0975609756097561,1,1,3.975609756097561,2.7199999999999998,0
74,0,0,0,0,0,0,0,0,0,0.04,0.02666666666666667,0,0,0,0,0.04,2,1,3.4,2.8400000000000003,1
28,0,0,0,0,0,0,0,0,0,0.10344827586206896,0.0,0,0,0,0,0.0,2,0,0.0,1.78,1
81,0,1,1,1,0,0,0,0,0,0.04878048780487805,0.0,1,0,0,0,0.024390243902439025,1,0,2.2439024390243905,6.21,1
29,0,0,0,0,0,0,0,0,0,0.06666666666666667,0.03333333333333333,0,0,0,0,0.03333333333333333,0,1,3.3333333333333335,1.59,1
110,0,0,0,1,0,0,0,0,1,0.036036036036036036,0.04504504504504504,1,0,0,0,0.06306306306306306,0,1,5.63063063063063,6.6,1
71,0,0,0,0,0,0,0,0,0,0.027777777777777776,0.027777777777777776,0,0,0,0,0.027777777777777776,0,0,0.2777777777777778,2.31,1
34,0,0,0,0,0,0,0,0,0,0.05714285714285714,0.0,0,0,1,1,0.0,0,0,-4.0,1.34,0
48,0,0,0,0,0,0,0,0,0,0.04081632653061224,0.02040816326530612,0,0,1,0,0.02040816326530612,0,1,1.204081632653061,1.78,0
45,0,0,0,0,0,0,0,0,0,0.043478260869565216,0.043478260869565216,0,0,1,0,0.043478260869565216,0,0,-1.565217391304348,2.05,0
58,0,0,0,0,0,0,0,0,0,0.05084745762711865,0.0,0,0,1,0,0.0,0,1,1.0,2.08,0
118,0,1,1,0,0,0,0,0,5,0.025210084033613446,0.01680672268907563,1,0,0,0,0.06722689075630252,1,0,2.672268907563025,4.68,1
45,0,0,0,0,0,0,0,0,0,0.043478260869565216,0.0,0,0,1,0,0.0,2,1,1.0,1.45,1
20,0,0,0,0,0,0,0,0,0,0.047619047619047616,0.0,0,0,1,0,0.0,2,0,-2.0,0.7,1
36,0,0,0,0,0,0,0,0,0,0.05405405405405406,0.0,0,0,0,0,0.0,1,0,0.0,1.3599999999999999,1
28,0,0,0,0,0,0,0,0,0,0.10344827586206896,0.0,0,0,1,0,0.0,0,0,-2.0,1.78,1
13,0,0,0,0,0,0,0,0,0,0.07142857142857142,0.0,0,0,1,0,0.0,0,0,-2.0,0.63,0
46,0,0,0,0,0,0,0,0,0,0.0425531914893617,0.0,0,0,1,1,0.0,0,0,-4.0,1.46,0
64,0,0,0,0,0,0,0,0,0,0.015384615384615385,0.07692307692307693,0,0,1,1,0.07692307692307693,0,1,-0.23076923076923084,2.64,0
126,0,1,3,0,2,0,0,0,0,0.031496062992125984,0.007874015748031496,1,0,0,0,0.047244094488188976,0,0,2.47244094488189,6.359999999999999,1
28,0,0,0,0,0,0,0,0,0,0.06896551724137931,0.0,0,0,1,0,0.0,0,0,-2.0,1.28,0
49,0,0,0,0,0,0,0,0,0,0.04,0.02,0,0,1,1,0.02,0,0,-3.8,1.79,0
31,0,0,0,0,0,0,0,0,0,0.0625,0.0,0,0,1,0,0.0,0,0,-2.0,1.31,0
40,0,0,0,0,0,0,0,0,0,0.024390243902439025,0.024390243902439025,0,0,0,0,0.024390243902439025,2,0,0.24390243902439024,1.2,1
24,0,0,0,0,0,0,0,0,0,0.04,0.0,0,0,1,1,0.0,0,0,-4.0,0.74,0
73,0,0,0,0,0,0,0,0,0,0.02702702702702703,0.0,0,0,1,1,0.04054054054054054,2,0,-3.5945945945945947,1.73,0
26,0,0,0,0,0,0,0,0,0,0.07407407407407407,0.0,0,0,1,0,0.0,1,0,-2.0,1.26,0
22,0,0,0,0,0,0,0,0,0,0.08695652173913043,0.0,0,0,1,0,0.0,0,1,1.0,1.22,0
65,0,1,1,0,0,0,0,0,0,0.045454545454545456,0.0,0,0,0,0,0.045454545454545456,0,0,0.4545454545454546,3.55,1
35,0,1,1,0,0,0,0,0,0,0.05555555555555555,0.027777777777777776,0,0,0,0,0.05555555555555555,2,0,0.5555555555555556,3.05,1
28,0,0,0,0,0,0,0,0,0,0.034482758620689655,0.0,0,0,0,0,0.0,0,0,0.0,0.78,1
27,0,0,0,0,0,0,0,0,0,0.07142857142857142,0.0,0,0,1,0,0.0,0,0,-2.0,1.27,0
82,0,0,0,0,0,0,0,0,0,0.024096385542168676,0.03614457831325301,1,0,1,0,0.03614457831325301,0,0,0.3614457831325302,2.7199999999999998,0
51,0,0,0,0,0,0,0,0,0,0.038461538461538464,0.0,0,0,0,0,0.0,0,0,0.0,1.51,1
75,0,0,0,0,0,0,0,0,0,0.039473684210526314,0.0,0,0,0,0,0.0,2,0,0.0,2.25,1
23,0,0,0,0,0,0,0,0,0,0.08333333333333333,0.0,0,0,1,0,0.0,0,0,-2.0,1.23,0
56,0,0,0,0,0,0,0,0,0,0.05263157894736842,0.07017543859649122,0,0,1,0,0.07017543859649122,0,0,-1.2982456140350878,3.26,0
96,0,1,2,0,1,0,0,0,6,0.030927835051546393,0.0,1,0,0,0,0.08247422680412371,1,0,2.824742268041237,4.5600000000000005,1
33,0,1,1,0,0,0,0,0,0,0.058823529411764705,0.0,0,0,1,0,0.058823529411764705,0,0,-1.4117647058823528,2.7300000000000004,0
25,0,0,0,0,0,0,0,0,0,0.07692307692307693,0.0,0,0,1,1,0.0,0,0,-4.0,1.25,0
86,0,0,0,0,0,0,0,0,0,0.034482758620689655,0.034482758620689655,1,0,1,1,0.034482758620689655,0,0,-1.6551724137931032,3.26,0
112,0,0,0,0,0,0,0,0,0,0.02654867256637168,0.0,1,0,1,0,0.07079646017699115,0,0,0.7079646017699117,2.62,0
29,0,0,0,0,0,0,0,0,0,0.06666666666666667,0.0,0,0,0,0,0.0,1,1,3.0,1.29,1
33,0,0,0,0,0,0,0,0,0,0.058823529411764705,0.029411764705882353,0,0,1,0,0.029411764705882353,2,0,-1.7058823529411764,1.6300000000000001,1
78,0,0,0,0,0,0,0,0,0,0.02531645569620253,0.012658227848101266,1,0,0,1,0.012658227848101266,0,1,3.1265822784810124,2.08,1
54,0,0,0,0,0,0,0,0,0,0.05454545454545454,0.0,0,0,1,1,0.0,0,0,-4.0,2.04,0
63,0,0,0,0,0,0,0,0,0,0.046875,0.03125,0,0,1,1,0.0625,0,1,-0.375,2.73,0
126,0,1,3,0,2,0,0,0,0,0.031496062992125984,0.007874015748031496,1,0,0,0,0.047244094488188976,2,0,2.47244094488189,6.359999999999999,1
80,0,0,0,0,0,0,0,0,0,0.04938271604938271,0.0,1,0,0,0,0.012345679012345678,2,0,2.123456790123457,2.8,1
28,0,0,0,0,0,0,0,0,0,0.06896551724137931,0.0,0,0,1,1,0.0,0,0,-4.0,1.28,0
44,0,0,0,0,0,0,0,0,0,0.044444444444444446,0.0,0,0,1,1,0.0,0,0,-4.0,1.44,0
116,0,0,0,0,0,0,0,0,0,0.017094017094017096,0.0,1,0,1,0,0.0,1,1,3.0,2.16,0
65,0,0,0,0,0,0,0,0,0,0.045454545454545456,0.015151515151515152,0,0,1,0,0.015151515151515152,0,0,-1.8484848484848484,2.4499999999999997,0
31,0,0,0,0,0,0,0,0,0,0.0625,0.0,0,0,1,1,0.0,1,0,-4.0,1.31,0
126,0,1,3,0,2,0,0,0,0,0.031496062992125984,0.007874015748031496,1,0,0,0,0.047244094488188976,2,1,5.47244094488189,6.359999999999999,1
39,0,0,0,0,0,0,0,0,0,0.05,0.0,0,0,0,1,0.0,2,0,-2.0,1.3900000000000001,1
66,0,0,0,0,0,0,0,0,0,0.04477611940298507,0.014925373134328358,0,0,1,0,0.014925373134328358,2,0,-1.8507462686567164,2.46,1
31,0,0,0,0,0,0,0,0,0,0.0625,0.0,0,0,1,0,0.0,0,0,-2.0,1.31,0
38,0,0,0,0,0,0,0,0,0,0.05128205128205128,0.0,0,0,1,0,0.0,1,0,-2.0,1.38,0
47,0,0,0,0,0,0,0,0,0,0.0625,0.0,0,0,1,0,0.020833333333333332,0,1,1.2083333333333335,1.97,0
41,0,1,1,0,0,0,0,0,0,0.047619047619047616,0.0,0,0,1,1,0.023809523809523808,0,0,-3.761904761904762,2.8100000000000005,0
77,0,0,0,0,0,0,0,0,0,0.05128205128205128,0.0,1,0,1,0,0.0,0,0,0.0,2.77,1
44,0,0,0,0,0,0,0,0,0,0.044444444444444446,0.0,0,0,1,0,0.0,2,1,1.0,1.44,1
36,0,0,0,0,0,0,0,0,0,0.05405405405405406,0.0,0,0,1,1,0.0,1,0,-4.0,1.3599999999999999,0
17,0,0,0,0,0,0,0,0,0,0.05555555555555555,0.0,0,0,1,0,0.0,0,0,-2.0,0.67,0
88,0,0,0,0,0,0,0,0,0,0.02247191011235955,0.0,1,0,1,0,0.011235955056179775,0,0,0.11235955056179758,1.88,1
28,0,0,0,0,0,0,0,0,0,0.06896551724137931,0.0,0,0,1,1,0.0,1,0,-4.0,1.28,0
62,0,0,0,0,0,0,0,0,0,0.047619047619047616,0.0,0,0,1,0,0.015873015873015872,0,0,-1.8412698412698414,2.12,0
72,0,0,0,0,0,0,0,0,0,0.0410958904109589,0.0547945205479452,0,0,1,0,0.0547945205479452,0,1,1.547945205479452,3.42,0
113,0,1,1,0,0,0,0,0,0,0.017543859649122806,0.0,1,0,0,0,0.02631578947368421,1,1,5.2631578947368425,3.5300000000000002,1
45,0,0,0,0,0,0,0,0,0,0.06521739130434782,0.0,0,0,1,0,0.0,0,0,-2.0,1.95,0
39,0,0,0,0,0,0,0,0,0,0.05,0.0,0,0,1,0,0.0,0,1,1.0,1.3900000000000001,0
23,0,0,0,0,0,0,0,0,0,0.08333333333333333,0.0,0,0,1,1,0.0,1,0,-4.0,1.23,0
40,0,0,0,0,0,0,0,0,0,0.04878048780487805,0.04878048780487805,0,0,0,1,0.04878048780487805,0,1,1.4878048780487805,2.0,1
53,0,0,0,0,0,0,0,0,0,0.037037037037037035,0.018518518518518517,0,0,1,0,0.018518518518518517,0,0,-1.8148148148148149,1.83,0
43,0,0,0,0,0,0,0,0,0,0.06818181818181818,0.022727272727272728,0,0,0,0,0.022727272727272728,1,0,0.2272727272727273,2.23,1
36,0,0,0,0,0,0,0,0,0,0.05405405405405406,0.0,0,0,0,0,0.0,1,1,3.0,1.3599999999999999,1
38,0,0,0,0,0,0,0,0,0,0.05128205128205128,0.02564102564102564,0,0,1,0,0.02564102564102564,0,0,-1.7435897435897436,1.68,0
37,0,0,0,0,0,0,0,0,0,0.05263157894736842,0.0,0,0,0,0,0.0,2,0,0.0,1.37,1
128,0,1,3,0,2,0,0,0,0,0.031007751937984496,0.007751937984496124,1,0,0,0,0.046511627906976744,1,1,5.465116279069767,6.38,1
95,0,0,0,0,0,0,0,0,0,0.020833333333333332,0.0,1,0,1,0,0.125,0,1,4.25,1.9500000000000002,0
89,0,1,1,0,0,0,0,0,1,0.05555555555555555,0.011111111111111112,1,1,0,0,0.03333333333333333,2,0,3.8333333333333335,5.09,1
83,0,0,0,0,0,0,0,0,12,0.023809523809523808,0.0,1,0,1,0,0.17857142857142858,0,0,1.7857142857142856,1.83,0
38,0,0,0,0,0,0,0,0,0,0.05128205128205128,0.0,0,0,1,1,0.0,0,0,-4.0,1.38,0
36,0,0,0,0,0,0,0,0,0,0.05405405405405406,0.0,0,0,1,0,0.0,0,0,-2.0,1.3599999999999999,0
123,0,1,3,0,2,0,0,0,0,0.04032258064516129,0.0,1,1,0,0,0.04032258064516129,0,1,6.903225806451613,6.529999999999999,1
41,0,0,0,0,0,0,0,0,0,0.047619047619047616,0.0,0,0,0,0,0.0,1,0,0.0,1.4100000000000001,1
31,0,0,0,0,0,0,0,0,0,0.03125,0.0,0,0,0,0,0.0,1,1,3.0,0.81,1
37,0,0,0,0,0,0,0,0,0,0.05263157894736842,0.0,0,0,1,0,0.0,2,1,1.0,1.37,1
26,0,0,0,0,0,0,0,0,0,0.037037037037037035,0.0,0,0,1,0,0.0,1,1,1.0,0.76,1
21,0,0,0,0,0,0,0,0,0,0.09090909090909091,0.0,0,0,1,0,0.0,0,0,-2.0,1.21,0
19,0,0,0,0,0,0,0,0,0,0.05,0.0,0,0,1,1,0.0,1,0,-4.0,0.69,0
35,0,0,0,0,0,0,0,0,0,0.05555555555555555,0.05555555555555555,0,0,1,1,0.05555555555555555,0,1,-0.44444444444444464,1.9500000000000002,0
45,0,0,0,0,0,0,0,0,0,0.043478260869565216,0.08695652173913043,0,0,0,0,0.08695652173913043,2,0,0.8695652173913043,2.65,1
41,0,0,0,0,0,0,0,0,0,0.047619047619047616,0.0,0,0,0,0,0.0,1,0,0.0,1.4100000000000001,1
29,0,0,0,0,0,0,0,0,0,0.06666666666666667,0.0,0,0,1,0,0.0,0,1,1.0,1.29,0
51,0,0,0,0,0,0,0,0,0,0.038461538461538464,0.0,0,0,1,0,0.057692307692307696,0,0,-1.423076923076923,1.51,0
32,0,0,0,0,0,0,0,0,0,0.06060606060606061,0.0,0,0,0,0,0.0,0,0,0.0,1.32,1
37,0,0,0,0,0,0,0,0,0,0.02631578947368421,0.0,0,0,1,0,0.0,0,0,-2.0,0.87,0
40,0,0,0,0,0,0,0,0,0,0.04878048780487805,0.04878048780487805,0,0,1,0,0.04878048780487805,0,1,1.4878048780487805,2.0,0
